CANTON_FINAL,CANTON_DEF,CURSO,CURSO_NORMALIZADO,CONVOCATORIA,AÑO,SEXO_FINAL,SEXO_NORMALIZADO,EDAD,EDAD_CLASIFICADA,BENEFICIARIO,CERTIFICADO,DESERCION,INTERMITENTE,EDICION,__HOJA_ORIGEN__,__FECHA_ETL__,__FILAS_ETL__
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,18,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,18,Sin dato,1,1,0,0,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,19,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccionactim,redaccionactim,1.0,2025,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,redaccionactim-1-2025,mayo2026v4,2026-05-22 14:17:58,12684
Turrialba,Turrialba,admision,admision,2.0,2025,Femenino,Femenino,20,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Escazú,Escazú,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,20,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Golfito,Golfito,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tibás,Tibás,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Turrialba,Turrialba,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
León Cortés Castro,León Cortés Castro,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tilarán,Tilarán,admision,admision,2.0,2025,Femenino,Femenino,19,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Corredores,Corredores,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Moravia,Moravia,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Oreamuno,Oreamuno,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Belén,Belén,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,admision,admision,2.0,2025,Masculino,Masculino,19,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Guatuso,Guatuso,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,admision,admision,2.0,2025,Masculino,Masculino,20+,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
El Guarco,El Guarco,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Curridabat,Curridabat,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Grecia,Grecia,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tarrazú,Tarrazú,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,19,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tibás,Tibás,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,19,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,admision,admision,2.0,2025,Femenino,Femenino,20+,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Buenos Aires,Buenos Aires,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Montes de Oca,Montes de Oca,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Liberia,Liberia,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Osa,Osa,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Osa,Osa,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Osa,Osa,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Osa,Osa,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Grecia,Grecia,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Santo Domingo,Santo Domingo,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Vázquez de Coronado,Vázquez de Coronado,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Vázquez de Coronado,Vázquez de Coronado,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Santo Domingo,Santo Domingo,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Montes de Oca,Montes de Oca,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tibás,Tibás,admision,admision,2.0,2025,Femenino,Femenino,19,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Montes de Oca,Montes de Oca,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,16,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Masculino,Masculino,18,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Tibás,Tibás,admision,admision,2.0,2025,Sexo,Sexo,19,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Turrialba,Turrialba,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Turrialba,Turrialba,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Femenino,Femenino,19,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
El Guarco,El Guarco,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Montes de Oca,Montes de Oca,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2025,Femenino,Femenino,16,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
La Unión,La Unión,admision,admision,2.0,2025,Femenino,Femenino,18,Sin dato,1,0,1,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Femenino,Femenino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,2.0,2025,Masculino,Masculino,17,Sin dato,1,1,0,0,admision-2-2025,mayo2026v4,2026-05-22 14:17:58,12684
